"kommune_nr","spraaknivaa","provetype","enhet","aar","tabellvariabel","tabell_navn"
"1027","alle","lytting","personer","2015",":","norsk_prover"
"1032","alle","lytting","personer","2015","20","norsk_prover"
"1037","alle","lytting","personer","2015","18","norsk_prover"
"1046","alle","lytting","personer","2015","13","norsk_prover"
"1101","alle","lytting","personer","2015","25","norsk_prover"
"1102","alle","lytting","personer","2015","152","norsk_prover"
"1103","alle","lytting","personer","2015","280","norsk_prover"
"1106","alle","lytting","personer","2015","71","norsk_prover"
"1112","alle","lytting","personer","2015","5","norsk_prover"
"1119","alle","lytting","personer","2015","22","norsk_prover"
"1121","alle","lytting","personer","2015","51","norsk_prover"
"1122","alle","lytting","personer","2015","19","norsk_prover"
"1124","alle","lytting","personer","2015","27","norsk_prover"
"1130","alle","lytting","personer","2015","28","norsk_prover"
"1134","alle","lytting","personer","2015","23","norsk_prover"
"1135","alle","lytting","personer","2015","22","norsk_prover"
"1146","alle","lytting","personer","2015","11","norsk_prover"
"1149","alle","lytting","personer","2015","43","norsk_prover"
"1160","alle","lytting","personer","2015","21","norsk_prover"
"1201","alle","lytting","personer","2015","394","norsk_prover"
"1211","alle","lytting","personer","2015","16","norsk_prover"
"1216","alle","lytting","personer","2015","9","norsk_prover"
"1219","alle","lytting","personer","2015","23","norsk_prover"
"1221","alle","lytting","personer","2015","34","norsk_prover"
"1224","alle","lytting","personer","2015","5","norsk_prover"
"1228","alle","lytting","personer","2015","15","norsk_prover"
"1231","alle","lytting","personer","2015","12","norsk_prover"
"1235","alle","lytting","personer","2015","24","norsk_prover"
"1238","alle","lytting","personer","2015","19","norsk_prover"
"1241","alle","lytting","personer","2015","3","norsk_prover"
"1243","alle","lytting","personer","2015","19","norsk_prover"
"1244","alle","lytting","personer","2015","4","norsk_prover"
"1245","alle","lytting","personer","2015","8","norsk_prover"
"1246","alle","lytting","personer","2015","28","norsk_prover"
"1247","alle","lytting","personer","2015","25","norsk_prover"
"1259","alle","lytting","personer","2015","6","norsk_prover"
"1263","alle","lytting","personer","2015","40","norsk_prover"
"1401","alle","lytting","personer","2015","39","norsk_prover"
"1411","alle","lytting","personer","2015","6","norsk_prover"
"1413","alle","lytting","personer","2015","7","norsk_prover"
"1416","alle","lytting","personer","2015","7","norsk_prover"
"1420","alle","lytting","personer","2015","19","norsk_prover"
"1424","alle","lytting","personer","2015","9","norsk_prover"
"1428","alle","lytting","personer","2015",":","norsk_prover"
"1432","alle","lytting","personer","2015","15","norsk_prover"
"1439","alle","lytting","personer","2015","8","norsk_prover"
"1443","alle","lytting","personer","2015","12","norsk_prover"
"1445","alle","lytting","personer","2015","6","norsk_prover"
"1449","alle","lytting","personer","2015","16","norsk_prover"
"1502","alle","lytting","personer","2015","51","norsk_prover"
"1504","alle","lytting","personer","2015","76","norsk_prover"
"1505","alle","lytting","personer","2015","12","norsk_prover"
"1514","alle","lytting","personer","2015","8","norsk_prover"
"1515","alle","lytting","personer","2015","17","norsk_prover"
"1516","alle","lytting","personer","2015","8","norsk_prover"
"1517","alle","lytting","personer","2015","4","norsk_prover"
"1519","alle","lytting","personer","2015","11","norsk_prover"
"1520","alle","lytting","personer","2015","18","norsk_prover"
"1525","alle","lytting","personer","2015","1","norsk_prover"
"1528","alle","lytting","personer","2015","22","norsk_prover"
"1534","alle","lytting","personer","2015","27","norsk_prover"
"1535","alle","lytting","personer","2015","26","norsk_prover"
"1539","alle","lytting","personer","2015","1","norsk_prover"
"1548","alle","lytting","personer","2015","4","norsk_prover"
"1551","alle","lytting","personer","2015","3","norsk_prover"
"1557","alle","lytting","personer","2015","2","norsk_prover"
"1560","alle","lytting","personer","2015","10","norsk_prover"
"1563","alle","lytting","personer","2015","29","norsk_prover"
"1566","alle","lytting","personer","2015","3","norsk_prover"
"1571","alle","lytting","personer","2015","6","norsk_prover"
"1601","alle","lytting","personer","2015","250","norsk_prover"
"1612","alle","lytting","personer","2015","4","norsk_prover"
"1617","alle","lytting","personer","2015","10","norsk_prover"
"1621","alle","lytting","personer","2015","14","norsk_prover"
"1624","alle","lytting","personer","2015","16","norsk_prover"
"1630","alle","lytting","personer","2015","12","norsk_prover"
"1635","alle","lytting","personer","2015","17","norsk_prover"
"1638","alle","lytting","personer","2015","19","norsk_prover"
"1640","alle","lytting","personer","2015","21","norsk_prover"
"1653","alle","lytting","personer","2015","10","norsk_prover"
"1702","alle","lytting","personer","2015","36","norsk_prover"
"1703","alle","lytting","personer","2015","30","norsk_prover"
"1711","alle","lytting","personer","2015","4","norsk_prover"
"1714","alle","lytting","personer","2015","32","norsk_prover"
"1719","alle","lytting","personer","2015","45","norsk_prover"
"1721","alle","lytting","personer","2015","14","norsk_prover"
"1736","alle","lytting","personer","2015","4","norsk_prover"
"1750","alle","lytting","personer","2015","15","norsk_prover"
"1751","alle","lytting","personer","2015","13","norsk_prover"
"1756","alle","lytting","personer","2015","13","norsk_prover"
"1804","alle","lytting","personer","2015","51","norsk_prover"
"1805","alle","lytting","personer","2015","14","norsk_prover"
"1813","alle","lytting","personer","2015","11","norsk_prover"
"1818","alle","lytting","personer","2015","5","norsk_prover"
"1820","alle","lytting","personer","2015","29","norsk_prover"
"1822","alle","lytting","personer","2015","3","norsk_prover"
"1824","alle","lytting","personer","2015","18","norsk_prover"
"1826","alle","lytting","personer","2015","4","norsk_prover"
"1827","alle","lytting","personer","2015","2","norsk_prover"
"1828","alle","lytting","personer","2015","4","norsk_prover"
"1832","alle","lytting","personer","2015","4","norsk_prover"
"1833","alle","lytting","personer","2015","53","norsk_prover"
"1834","alle","lytting","personer","2015","3","norsk_prover"
"1838","alle","lytting","personer","2015","14","norsk_prover"
"1840","alle","lytting","personer","2015","8","norsk_prover"
"1841","alle","lytting","personer","2015","12","norsk_prover"
"1848","alle","lytting","personer","2015","2","norsk_prover"
"1849","alle","lytting","personer","2015","27","norsk_prover"
"1850","alle","lytting","personer","2015","4","norsk_prover"
"1851","alle","lytting","personer","2015","13","norsk_prover"
"1854","alle","lytting","personer","2015","5","norsk_prover"
"1860","alle","lytting","personer","2015","12","norsk_prover"
"1865","alle","lytting","personer","2015","12","norsk_prover"
"1866","alle","lytting","personer","2015","18","norsk_prover"
"1867","alle","lytting","personer","2015","4","norsk_prover"
"1868","alle","lytting","personer","2015","10","norsk_prover"
"1870","alle","lytting","personer","2015","15","norsk_prover"
"1871","alle","lytting","personer","2015","5","norsk_prover"
"1903","alle","lytting","personer","2015","84","norsk_prover"
"1902","alle","lytting","personer","2015","114","norsk_prover"
"1919","alle","lytting","personer","2015","1","norsk_prover"
"1922","alle","lytting","personer","2015","2","norsk_prover"
"1923","alle","lytting","personer","2015","16","norsk_prover"
"1924","alle","lytting","personer","2015","13","norsk_prover"
"1927","alle","lytting","personer","2015","12","norsk_prover"
"1929","alle","lytting","personer","2015","7","norsk_prover"
"1931","alle","lytting","personer","2015","37","norsk_prover"
"1933","alle","lytting","personer","2015","4","norsk_prover"
"1939","alle","lytting","personer","2015","5","norsk_prover"
"1940","alle","lytting","personer","2015","2","norsk_prover"
"1941","alle","lytting","personer","2015","6","norsk_prover"
"1942","alle","lytting","personer","2015","12","norsk_prover"
"2003","alle","lytting","personer","2015","28","norsk_prover"
"2004","alle","lytting","personer","2015","38","norsk_prover"
"2011","alle","lytting","personer","2015","1","norsk_prover"
"2012","alle","lytting","personer","2015","31","norsk_prover"
"2020","alle","lytting","personer","2015","24","norsk_prover"
"2023","alle","lytting","personer","2015","9","norsk_prover"
"2025","alle","lytting","personer","2015","6","norsk_prover"
"2028","alle","lytting","personer","2015","9","norsk_prover"
"2030","alle","lytting","personer","2015","24","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
"","alle","lytting","personer","2015","","norsk_prover"
