"aar","bydel_nr","vreg_2","kjonn","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr"
2014,"NULL","1","alle","personer","1088","befolkning_verdensregion_2","NULL","15","NULL"
2014,"NULL","2","0","personer","586","befolkning_verdensregion_2","NULL","15","NULL"
2014,"NULL","2","1","personer","508","befolkning_verdensregion_2","NULL","15","NULL"
2014,"NULL","2","alle","personer","1094","befolkning_verdensregion_2","NULL","15","NULL"
2014,"NULL","1","0","personer","734","befolkning_verdensregion_2","NULL","16","NULL"
2014,"NULL","1","1","personer","891","befolkning_verdensregion_2","NULL","16","NULL"
2014,"NULL","1","alle","personer","1625","befolkning_verdensregion_2","NULL","16","NULL"
2014,"NULL","2","0","personer","894","befolkning_verdensregion_2","NULL","16","NULL"
2014,"NULL","2","1","personer","784","befolkning_verdensregion_2","NULL","16","NULL"
2014,"NULL","2","alle","personer","1678","befolkning_verdensregion_2","NULL","16","NULL"
2014,"NULL","1","0","personer","244","befolkning_verdensregion_2","NULL","17","NULL"
2014,"NULL","1","1","personer","356","befolkning_verdensregion_2","NULL","17","NULL"
2014,"NULL","1","alle","personer","600","befolkning_verdensregion_2","NULL","17","NULL"
2014,"NULL","2","0","personer","160","befolkning_verdensregion_2","NULL","17","NULL"
2014,"NULL","2","1","personer","140","befolkning_verdensregion_2","NULL","17","NULL"
2014,"NULL","2","alle","personer","300","befolkning_verdensregion_2","NULL","17","NULL"
2014,"NULL","1","0","personer","233","befolkning_verdensregion_2","NULL","18","NULL"
2014,"NULL","1","1","personer","319","befolkning_verdensregion_2","NULL","18","NULL"
2014,"NULL","1","alle","personer","552","befolkning_verdensregion_2","NULL","18","NULL"
2014,"NULL","2","0","personer","271","befolkning_verdensregion_2","NULL","18","NULL"
2014,"NULL","2","1","personer","229","befolkning_verdensregion_2","NULL","18","NULL"
2014,"NULL","2","alle","personer","500","befolkning_verdensregion_2","NULL","18","NULL"
2014,"NULL","1","0","personer","419","befolkning_verdensregion_2","NULL","19","NULL"
2014,"NULL","1","1","personer","523","befolkning_verdensregion_2","NULL","19","NULL"
2014,"NULL","1","alle","personer","942","befolkning_verdensregion_2","NULL","19","NULL"
2014,"NULL","2","0","personer","252","befolkning_verdensregion_2","NULL","19","NULL"
2014,"NULL","2","1","personer","295","befolkning_verdensregion_2","NULL","19","NULL"
2014,"NULL","2","alle","personer","547","befolkning_verdensregion_2","NULL","19","NULL"
2014,"NULL","1","0","personer","5222","befolkning_verdensregion_2","NULL","20","NULL"
2014,"NULL","1","1","personer","7462","befolkning_verdensregion_2","NULL","20","NULL"
2014,"NULL","1","alle","personer","12684","befolkning_verdensregion_2","NULL","20","NULL"
2014,"NULL","2","0","personer","7570","befolkning_verdensregion_2","NULL","20","NULL"
2014,"NULL","2","1","personer","6687","befolkning_verdensregion_2","NULL","20","NULL"
2014,"NULL","2","alle","personer","14257","befolkning_verdensregion_2","NULL","20","NULL"
2014,"NULL","1","0","personer","804","befolkning_verdensregion_2","NULL","21","NULL"
2014,"NULL","1","1","personer","946","befolkning_verdensregion_2","NULL","21","NULL"
2014,"NULL","1","alle","personer","1750","befolkning_verdensregion_2","NULL","21","NULL"
2014,"NULL","2","0","personer","443","befolkning_verdensregion_2","NULL","21","NULL"
2014,"NULL","2","1","personer","394","befolkning_verdensregion_2","NULL","21","NULL"
2014,"NULL","2","alle","personer","837","befolkning_verdensregion_2","NULL","21","NULL"
2014,"NULL","1","0","personer","947","befolkning_verdensregion_2","NULL","22","NULL"
2014,"NULL","1","1","personer","1106","befolkning_verdensregion_2","NULL","22","NULL"
2014,"NULL","1","alle","personer","2053","befolkning_verdensregion_2","NULL","22","NULL"
2014,"NULL","2","0","personer","990","befolkning_verdensregion_2","NULL","22","NULL"
2014,"NULL","2","1","personer","912","befolkning_verdensregion_2","NULL","22","NULL"
2014,"NULL","2","alle","personer","1902","befolkning_verdensregion_2","NULL","22","NULL"
2014,"NULL","1","0","personer","424","befolkning_verdensregion_2","NULL","23","NULL"
2014,"NULL","1","1","personer","559","befolkning_verdensregion_2","NULL","23","NULL"
2014,"NULL","1","alle","personer","983","befolkning_verdensregion_2","NULL","23","NULL"
2014,"NULL","2","0","personer","328","befolkning_verdensregion_2","NULL","23","NULL"
2014,"NULL","2","1","personer","243","befolkning_verdensregion_2","NULL","23","NULL"
2014,"NULL","2","alle","personer","571","befolkning_verdensregion_2","NULL","23","NULL"
2014,"NULL","1","0","personer","923","befolkning_verdensregion_2","NULL","24","NULL"
2014,"NULL","1","1","personer","1210","befolkning_verdensregion_2","NULL","24","NULL"
2014,"NULL","1","alle","personer","2133","befolkning_verdensregion_2","NULL","24","NULL"
2014,"NULL","2","0","personer","962","befolkning_verdensregion_2","NULL","24","NULL"
2014,"NULL","2","1","personer","746","befolkning_verdensregion_2","NULL","24","NULL"
2014,"NULL","2","alle","personer","1708","befolkning_verdensregion_2","NULL","24","NULL"
2014,"NULL","1","0","personer","3332","befolkning_verdensregion_2","NULL","25","NULL"
2014,"NULL","1","1","personer","4136","befolkning_verdensregion_2","NULL","25","NULL"
2014,"NULL","1","alle","personer","7468","befolkning_verdensregion_2","NULL","25","NULL"
2014,"NULL","2","0","personer","3395","befolkning_verdensregion_2","NULL","25","NULL"
2014,"NULL","2","1","personer","2755","befolkning_verdensregion_2","NULL","25","NULL"
2014,"NULL","2","alle","personer","6150","befolkning_verdensregion_2","NULL","25","NULL"
2014,"NULL","1","0","personer","2165","befolkning_verdensregion_2","NULL","26","NULL"
2014,"NULL","1","1","personer","2661","befolkning_verdensregion_2","NULL","26","NULL"
2014,"NULL","1","alle","personer","4826","befolkning_verdensregion_2","NULL","26","NULL"
2014,"NULL","2","0","personer","2691","befolkning_verdensregion_2","NULL","26","NULL"
2014,"NULL","2","1","personer","2351","befolkning_verdensregion_2","NULL","26","NULL"
2014,"NULL","2","alle","personer","5042","befolkning_verdensregion_2","NULL","26","NULL"
2014,"NULL","1","0","personer","2042","befolkning_verdensregion_2","NULL","27","NULL"
2014,"NULL","1","1","personer","2673","befolkning_verdensregion_2","NULL","27","NULL"
2014,"NULL","1","alle","personer","4715","befolkning_verdensregion_2","NULL","27","NULL"
2014,"NULL","2","0","personer","3831","befolkning_verdensregion_2","NULL","27","NULL"
2014,"NULL","2","1","personer","3292","befolkning_verdensregion_2","NULL","27","NULL"
2014,"NULL","2","alle","personer","7123","befolkning_verdensregion_2","NULL","27","NULL"
2014,"NULL","1","0","personer","384","befolkning_verdensregion_2","NULL","28","NULL"
2014,"NULL","1","1","personer","427","befolkning_verdensregion_2","NULL","28","NULL"
2014,"NULL","1","alle","personer","811","befolkning_verdensregion_2","NULL","28","NULL"
2014,"NULL","2","0","personer","449","befolkning_verdensregion_2","NULL","28","NULL"
2014,"NULL","2","1","personer","361","befolkning_verdensregion_2","NULL","28","NULL"
2014,"NULL","2","alle","personer","810","befolkning_verdensregion_2","NULL","28","NULL"
2014,"NULL","1","0","personer","372","befolkning_verdensregion_2","NULL","29","NULL"
2014,"NULL","1","1","personer","471","befolkning_verdensregion_2","NULL","29","NULL"
2014,"NULL","1","alle","personer","843","befolkning_verdensregion_2","NULL","29","NULL"
2014,"NULL","2","0","personer","471","befolkning_verdensregion_2","NULL","29","NULL"
2014,"NULL","2","1","personer","397","befolkning_verdensregion_2","NULL","29","NULL"
2014,"NULL","2","alle","personer","868","befolkning_verdensregion_2","NULL","29","NULL"
2014,"NULL","1","0","personer","377","befolkning_verdensregion_2","NULL","30","NULL"
2014,"NULL","1","1","personer","394","befolkning_verdensregion_2","NULL","30","NULL"
2014,"NULL","1","alle","personer","771","befolkning_verdensregion_2","NULL","30","NULL"
2014,"NULL","2","0","personer","166","befolkning_verdensregion_2","NULL","30","NULL"
2014,"NULL","2","1","personer","109","befolkning_verdensregion_2","NULL","30","NULL"
2014,"NULL","2","alle","personer","275","befolkning_verdensregion_2","NULL","30","NULL"
2014,"NULL","1","0","personer","160","befolkning_verdensregion_2","NULL","31","NULL"
2014,"NULL","1","1","personer","189","befolkning_verdensregion_2","NULL","31","NULL"
2014,"NULL","1","alle","personer","349","befolkning_verdensregion_2","NULL","31","NULL"
2014,"NULL","2","0","personer","198","befolkning_verdensregion_2","NULL","31","NULL"
2014,"NULL","2","1","personer","161","befolkning_verdensregion_2","NULL","31","NULL"
2014,"NULL","2","alle","personer","359","befolkning_verdensregion_2","NULL","31","NULL"
2014,"NULL","1","0","personer","2142","befolkning_verdensregion_2","NULL","32","NULL"
2014,"NULL","1","1","personer","2701","befolkning_verdensregion_2","NULL","32","NULL"
2014,"NULL","1","alle","personer","4843","befolkning_verdensregion_2","NULL","32","NULL"
2014,"NULL","2","0","personer","2238","befolkning_verdensregion_2","NULL","32","NULL"
2014,"NULL","2","1","personer","1926","befolkning_verdensregion_2","NULL","32","NULL"
2014,"NULL","2","alle","personer","4164","befolkning_verdensregion_2","NULL","32","NULL"
2014,"NULL","1","0","personer","815","befolkning_verdensregion_2","NULL","33","NULL"
2014,"NULL","1","1","personer","916","befolkning_verdensregion_2","NULL","33","NULL"
2014,"NULL","1","alle","personer","1731","befolkning_verdensregion_2","NULL","33","NULL"
2014,"NULL","2","0","personer","813","befolkning_verdensregion_2","NULL","33","NULL"
2014,"NULL","2","1","personer","620","befolkning_verdensregion_2","NULL","33","NULL"
2014,"NULL","2","alle","personer","1433","befolkning_verdensregion_2","NULL","33","NULL"
2014,"NULL","1","0","personer","554","befolkning_verdensregion_2","NULL","34","NULL"
2014,"NULL","1","1","personer","696","befolkning_verdensregion_2","NULL","34","NULL"
2014,"NULL","1","alle","personer","1250","befolkning_verdensregion_2","NULL","34","NULL"
2014,"NULL","2","0","personer","631","befolkning_verdensregion_2","NULL","34","NULL"
2014,"NULL","2","1","personer","455","befolkning_verdensregion_2","NULL","34","NULL"
2014,"NULL","2","alle","personer","1086","befolkning_verdensregion_2","NULL","34","NULL"
2014,"NULL","1","0","personer","2700","befolkning_verdensregion_2","NULL","35","NULL"
2014,"NULL","1","1","personer","3568","befolkning_verdensregion_2","NULL","35","NULL"
2014,"NULL","1","alle","personer","6268","befolkning_verdensregion_2","NULL","35","NULL"
2014,"NULL","2","0","personer","4736","befolkning_verdensregion_2","NULL","35","NULL"
2014,"NULL","2","1","personer","4433","befolkning_verdensregion_2","NULL","35","NULL"
2014,"NULL","2","alle","personer","9169","befolkning_verdensregion_2","NULL","35","NULL"
2014,"NULL","1","0","personer","487","befolkning_verdensregion_2","NULL","36","NULL"
2014,"NULL","1","1","personer","802","befolkning_verdensregion_2","NULL","36","NULL"
2014,"NULL","1","alle","personer","1289","befolkning_verdensregion_2","NULL","36","NULL"
2014,"NULL","2","0","personer","532","befolkning_verdensregion_2","NULL","36","NULL"
2014,"NULL","2","1","personer","374","befolkning_verdensregion_2","NULL","36","NULL"
2014,"NULL","2","alle","personer","906","befolkning_verdensregion_2","NULL","36","NULL"
2014,"NULL","1","0","personer","2328","befolkning_verdensregion_2","NULL","37","NULL"
2014,"NULL","1","1","personer","4022","befolkning_verdensregion_2","NULL","37","NULL"
2014,"NULL","1","alle","personer","6350","befolkning_verdensregion_2","NULL","37","NULL"
2014,"NULL","2","0","personer","2456","befolkning_verdensregion_2","NULL","37","NULL"
2014,"NULL","2","1","personer","1816","befolkning_verdensregion_2","NULL","37","NULL"
2014,"NULL","2","alle","personer","4272","befolkning_verdensregion_2","NULL","37","NULL"
2014,"NULL","1","0","personer","644","befolkning_verdensregion_2","NULL","38","NULL"
2014,"NULL","1","1","personer","845","befolkning_verdensregion_2","NULL","38","NULL"
2014,"NULL","1","alle","personer","1489","befolkning_verdensregion_2","NULL","38","NULL"
2014,"NULL","2","0","personer","473","befolkning_verdensregion_2","NULL","38","NULL"
2014,"NULL","2","1","personer","336","befolkning_verdensregion_2","NULL","38","NULL"
2014,"NULL","2","alle","personer","809","befolkning_verdensregion_2","NULL","38","NULL"
2014,"NULL","1","0","personer","10306","befolkning_verdensregion_2","NULL","39","NULL"
2014,"NULL","1","1","personer","15707","befolkning_verdensregion_2","NULL","39","NULL"
2014,"NULL","1","alle","personer","26013","befolkning_verdensregion_2","NULL","39","NULL"
2014,"NULL","2","0","personer","11267","befolkning_verdensregion_2","NULL","39","NULL"
2014,"NULL","2","1","personer","10287","befolkning_verdensregion_2","NULL","39","NULL"
2014,"NULL","2","alle","personer","21554","befolkning_verdensregion_2","NULL","39","NULL"
2014,"NULL","1","0","personer","7307","befolkning_verdensregion_2","NULL","40","NULL"
2014,"NULL","1","1","personer","11021","befolkning_verdensregion_2","NULL","40","NULL"
2014,"NULL","1","alle","personer","18328","befolkning_verdensregion_2","NULL","40","NULL"
2014,"NULL","2","0","personer","9179","befolkning_verdensregion_2","NULL","40","NULL"
2014,"NULL","2","1","personer","8751","befolkning_verdensregion_2","NULL","40","NULL"
2014,"NULL","2","alle","personer","17930","befolkning_verdensregion_2","NULL","40","NULL"
2014,"NULL","1","0","personer","600","befolkning_verdensregion_2","NULL","41","NULL"
2014,"NULL","1","1","personer","893","befolkning_verdensregion_2","NULL","41","NULL"
2014,"NULL","1","alle","personer","1493","befolkning_verdensregion_2","NULL","41","NULL"
2014,"NULL","2","0","personer","423","befolkning_verdensregion_2","NULL","41","NULL"
2014,"NULL","2","1","personer","212","befolkning_verdensregion_2","NULL","41","NULL"
2014,"NULL","2","alle","personer","635","befolkning_verdensregion_2","NULL","41","NULL"
2014,"NULL","1","0","personer","543","befolkning_verdensregion_2","NULL","42","NULL"
2014,"NULL","1","1","personer","721","befolkning_verdensregion_2","NULL","42","NULL"
2014,"NULL","1","alle","personer","1264","befolkning_verdensregion_2","NULL","42","NULL"
2014,"NULL","2","0","personer","453","befolkning_verdensregion_2","NULL","42","NULL"
2014,"NULL","2","1","personer","367","befolkning_verdensregion_2","NULL","42","NULL"
2014,"NULL","2","alle","personer","820","befolkning_verdensregion_2","NULL","42","NULL"
2014,"NULL","1","0","personer","212","befolkning_verdensregion_2","NULL","43","NULL"
2014,"NULL","1","1","personer","307","befolkning_verdensregion_2","NULL","43","NULL"
2014,"NULL","1","alle","personer","519","befolkning_verdensregion_2","NULL","43","NULL"
2014,"NULL","2","0","personer","198","befolkning_verdensregion_2","NULL","43","NULL"
2014,"NULL","2","1","personer","193","befolkning_verdensregion_2","NULL","43","NULL"
2014,"NULL","2","alle","personer","391","befolkning_verdensregion_2","NULL","43","NULL"
2014,"NULL","1","0","personer","688","befolkning_verdensregion_2","NULL","44","NULL"
2014,"NULL","1","1","personer","1072","befolkning_verdensregion_2","NULL","44","NULL"
2014,"NULL","1","alle","personer","1760","befolkning_verdensregion_2","NULL","44","NULL"
2014,"NULL","2","0","personer","481","befolkning_verdensregion_2","NULL","44","NULL"
2014,"NULL","2","1","personer","268","befolkning_verdensregion_2","NULL","44","NULL"
2014,"NULL","2","alle","personer","749","befolkning_verdensregion_2","NULL","44","NULL"
2014,"NULL","1","0","personer","266","befolkning_verdensregion_2","NULL","45","NULL"
2014,"NULL","1","1","personer","379","befolkning_verdensregion_2","NULL","45","NULL"
2014,"NULL","1","alle","personer","645","befolkning_verdensregion_2","NULL","45","NULL"
2014,"NULL","2","0","personer","146","befolkning_verdensregion_2","NULL","45","NULL"
2014,"NULL","2","1","personer","85","befolkning_verdensregion_2","NULL","45","NULL"
2014,"NULL","2","alle","personer","231","befolkning_verdensregion_2","NULL","45","NULL"
2014,"NULL","1","0","personer","1367","befolkning_verdensregion_2","NULL","46","NULL"
2014,"NULL","1","1","personer","2081","befolkning_verdensregion_2","NULL","46","NULL"
