"aar","bydel_nr","botid_3","vreg_3","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr"
"2013","030117","0-4","1","personer","36","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030117","0-4","1","prosent","75","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030117","0-4","2","personer","5","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030117","0-4","2","prosent","38.5","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030117","0-4","alle","personer","41","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030117","0-4","alle","prosent","67.2","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030117","5+","1","personer","40","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030117","5+","1","prosent","81.6","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030117","5+","2","personer","11","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030117","5+","2","prosent","68.8","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030117","5+","alle","personer","51","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030117","5+","alle","prosent","78.5","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030199","alle","1","personer","895","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030199","alle","1","prosent","43.8","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030199","alle","2","personer","488","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030199","alle","2","prosent","31.1","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030199","alle","alle","personer","1383","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030199","alle","alle","prosent","38.3","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030199","0-4","1","personer","607","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030199","0-4","1","prosent","43.4","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030199","0-4","2","personer","178","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030199","0-4","2","prosent","34.1","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030199","0-4","alle","personer","785","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030199","0-4","alle","prosent","40.9","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030199","5+","1","personer","288","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030199","5+","1","prosent","44.6","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030199","5+","2","personer","310","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030199","5+","2","prosent","29.6","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030199","5+","alle","personer","598","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","030199","5+","alle","prosent","35.3","sysselsatte_botid_land","NULL","NULL","NULL"
"2013","NULL","alle","1","personer","194395","sysselsatte_botid_land","00","NULL","NULL"
"2013","NULL","alle","1","prosent","76.7","sysselsatte_botid_land","00","NULL","NULL"
"2013","NULL","alle","2","personer","155408","sysselsatte_botid_land","00","NULL","NULL"
"2013","NULL","alle","2","prosent","57.5","sysselsatte_botid_land","00","NULL","NULL"
"2013","NULL","alle","alle","personer","349803","sysselsatte_botid_land","00","NULL","NULL"
"2013","NULL","alle","alle","prosent","66.8","sysselsatte_botid_land","00","NULL","NULL"
"2013","NULL","0-4","1","personer","94630","sysselsatte_botid_land","00","NULL","NULL"
"2013","NULL","0-4","1","prosent","73.3","sysselsatte_botid_land","00","NULL","NULL"
"2013","NULL","0-4","2","personer","33370","sysselsatte_botid_land","00","NULL","NULL"
"2013","NULL","0-4","2","prosent","44.2","sysselsatte_botid_land","00","NULL","NULL"
"2013","NULL","0-4","alle","personer","128000","sysselsatte_botid_land","00","NULL","NULL"
"2013","NULL","0-4","alle","prosent","62.6","sysselsatte_botid_land","00","NULL","NULL"
"2013","NULL","5+","1","personer","99765","sysselsatte_botid_land","00","NULL","NULL"
"2013","NULL","5+","1","prosent","80.2","sysselsatte_botid_land","00","NULL","NULL"
"2013","NULL","5+","2","personer","122038","sysselsatte_botid_land","00","NULL","NULL"
"2013","NULL","5+","2","prosent","62.7","sysselsatte_botid_land","00","NULL","NULL"
"2013","NULL","5+","alle","personer","221803","sysselsatte_botid_land","00","NULL","NULL"
"2013","NULL","5+","alle","prosent","69.5","sysselsatte_botid_land","00","NULL","NULL"
"2013","NULL","alle","1","personer","8626","sysselsatte_botid_land","01","NULL","NULL"
"2013","NULL","alle","1","prosent","73.3","sysselsatte_botid_land","01","NULL","NULL"
"2013","NULL","alle","2","personer","7507","sysselsatte_botid_land","01","NULL","NULL"
"2013","NULL","alle","2","prosent","50.1","sysselsatte_botid_land","01","NULL","NULL"
"2013","NULL","alle","alle","personer","16133","sysselsatte_botid_land","01","NULL","NULL"
"2013","NULL","alle","alle","prosent","60.3","sysselsatte_botid_land","01","NULL","NULL"
"2013","NULL","0-4","1","personer","3671","sysselsatte_botid_land","01","NULL","NULL"
"2013","NULL","0-4","1","prosent","71","sysselsatte_botid_land","01","NULL","NULL"
"2013","NULL","0-4","2","personer","992","sysselsatte_botid_land","01","NULL","NULL"
"2013","NULL","0-4","2","prosent","37.2","sysselsatte_botid_land","01","NULL","NULL"
"2013","NULL","0-4","alle","personer","4663","sysselsatte_botid_land","01","NULL","NULL"
"2013","NULL","0-4","alle","prosent","59.5","sysselsatte_botid_land","01","NULL","NULL"
"2013","NULL","5+","1","personer","4955","sysselsatte_botid_land","01","NULL","NULL"
"2013","NULL","5+","1","prosent","75.1","sysselsatte_botid_land","01","NULL","NULL"
"2013","NULL","5+","2","personer","6515","sysselsatte_botid_land","01","NULL","NULL"
"2013","NULL","5+","2","prosent","52.9","sysselsatte_botid_land","01","NULL","NULL"
"2013","NULL","5+","alle","personer","11470","sysselsatte_botid_land","01","NULL","NULL"
"2013","NULL","5+","alle","prosent","60.7","sysselsatte_botid_land","01","NULL","NULL"
"2013","NULL","alle","1","personer","25984","sysselsatte_botid_land","02","NULL","NULL"
"2013","NULL","alle","1","prosent","77","sysselsatte_botid_land","02","NULL","NULL"
"2013","NULL","alle","2","personer","20535","sysselsatte_botid_land","02","NULL","NULL"
"2013","NULL","alle","2","prosent","62.2","sysselsatte_botid_land","02","NULL","NULL"
"2013","NULL","alle","alle","personer","46519","sysselsatte_botid_land","02","NULL","NULL"
"2013","NULL","alle","alle","prosent","69.7","sysselsatte_botid_land","02","NULL","NULL"
"2013","NULL","0-4","1","personer","10418","sysselsatte_botid_land","02","NULL","NULL"
"2013","NULL","0-4","1","prosent","70.5","sysselsatte_botid_land","02","NULL","NULL"
"2013","NULL","0-4","2","personer","3534","sysselsatte_botid_land","02","NULL","NULL"
"2013","NULL","0-4","2","prosent","45.6","sysselsatte_botid_land","02","NULL","NULL"
"2013","NULL","0-4","alle","personer","13952","sysselsatte_botid_land","02","NULL","NULL"
"2013","NULL","0-4","alle","prosent","62","sysselsatte_botid_land","02","NULL","NULL"
"2013","NULL","5+","1","personer","15566","sysselsatte_botid_land","02","NULL","NULL"
"2013","NULL","5+","1","prosent","82.1","sysselsatte_botid_land","02","NULL","NULL"
"2013","NULL","5+","2","personer","17001","sysselsatte_botid_land","02","NULL","NULL"
"2013","NULL","5+","2","prosent","67.4","sysselsatte_botid_land","02","NULL","NULL"
"2013","NULL","5+","alle","personer","32567","sysselsatte_botid_land","02","NULL","NULL"
"2013","NULL","5+","alle","prosent","73.7","sysselsatte_botid_land","02","NULL","NULL"
"2013","NULL","alle","1","personer","38235","sysselsatte_botid_land","03","NULL","NULL"
"2013","NULL","alle","1","prosent","76.7","sysselsatte_botid_land","03","NULL","NULL"
"2013","NULL","alle","2","personer","47344","sysselsatte_botid_land","03","NULL","NULL"
"2013","NULL","alle","2","prosent","57.2","sysselsatte_botid_land","03","NULL","NULL"
"2013","NULL","alle","alle","personer","85579","sysselsatte_botid_land","03","NULL","NULL"
"2013","NULL","alle","alle","prosent","64.5","sysselsatte_botid_land","03","NULL","NULL"
"2013","NULL","0-4","1","personer","19280","sysselsatte_botid_land","03","NULL","NULL"
"2013","NULL","0-4","1","prosent","74.6","sysselsatte_botid_land","03","NULL","NULL"
"2013","NULL","0-4","2","personer","9071","sysselsatte_botid_land","03","NULL","NULL"
"2013","NULL","0-4","2","prosent","52.4","sysselsatte_botid_land","03","NULL","NULL"
"2013","NULL","0-4","alle","personer","28351","sysselsatte_botid_land","03","NULL","NULL"
"2013","NULL","0-4","alle","prosent","65.7","sysselsatte_botid_land","03","NULL","NULL"
"2013","NULL","5+","1","personer","18955","sysselsatte_botid_land","03","NULL","NULL"
"2013","NULL","5+","1","prosent","79.1","sysselsatte_botid_land","03","NULL","NULL"
"2013","NULL","5+","2","personer","38273","sysselsatte_botid_land","03","NULL","NULL"
"2013","NULL","5+","2","prosent","58.5","sysselsatte_botid_land","03","NULL","NULL"
"2013","NULL","5+","alle","personer","57228","sysselsatte_botid_land","03","NULL","NULL"
"2013","NULL","5+","alle","prosent","64","sysselsatte_botid_land","03","NULL","NULL"
"2013","NULL","alle","1","personer","4276","sysselsatte_botid_land","04","NULL","NULL"
"2013","NULL","alle","1","prosent","72.2","sysselsatte_botid_land","04","NULL","NULL"
"2013","NULL","alle","2","personer","2738","sysselsatte_botid_land","04","NULL","NULL"
"2013","NULL","alle","2","prosent","49.2","sysselsatte_botid_land","04","NULL","NULL"
"2013","NULL","alle","alle","personer","7014","sysselsatte_botid_land","04","NULL","NULL"
"2013","NULL","alle","alle","prosent","61.1","sysselsatte_botid_land","04","NULL","NULL"
"2013","NULL","0-4","1","personer","1863","sysselsatte_botid_land","04","NULL","NULL"
"2013","NULL","0-4","1","prosent","68.2","sysselsatte_botid_land","04","NULL","NULL"
"2013","NULL","0-4","2","personer","621","sysselsatte_botid_land","04","NULL","NULL"
"2013","NULL","0-4","2","prosent","32.6","sysselsatte_botid_land","04","NULL","NULL"
"2013","NULL","0-4","alle","personer","2484","sysselsatte_botid_land","04","NULL","NULL"
"2013","NULL","0-4","alle","prosent","53.6","sysselsatte_botid_land","04","NULL","NULL"
"2013","NULL","5+","1","personer","2413","sysselsatte_botid_land","04","NULL","NULL"
"2013","NULL","5+","1","prosent","75.7","sysselsatte_botid_land","04","NULL","NULL"
"2013","NULL","5+","2","personer","2117","sysselsatte_botid_land","04","NULL","NULL"
"2013","NULL","5+","2","prosent","57.8","sysselsatte_botid_land","04","NULL","NULL"
"2013","NULL","5+","alle","personer","4530","sysselsatte_botid_land","04","NULL","NULL"
"2013","NULL","5+","alle","prosent","66.1","sysselsatte_botid_land","04","NULL","NULL"
"2013","NULL","alle","1","personer","4493","sysselsatte_botid_land","05","NULL","NULL"
"2013","NULL","alle","1","prosent","75.9","sysselsatte_botid_land","05","NULL","NULL"
"2013","NULL","alle","2","personer","2817","sysselsatte_botid_land","05","NULL","NULL"
"2013","NULL","alle","2","prosent","51.4","sysselsatte_botid_land","05","NULL","NULL"
"2013","NULL","alle","alle","personer","7310","sysselsatte_botid_land","05","NULL","NULL"
"2013","NULL","alle","alle","prosent","64.1","sysselsatte_botid_land","05","NULL","NULL"
"2013","NULL","0-4","1","personer","2147","sysselsatte_botid_land","05","NULL","NULL"
"2013","NULL","0-4","1","prosent","72","sysselsatte_botid_land","05","NULL","NULL"
"2013","NULL","0-4","2","personer","648","sysselsatte_botid_land","05","NULL","NULL"
"2013","NULL","0-4","2","prosent","31.5","sysselsatte_botid_land","05","NULL","NULL"
"2013","NULL","0-4","alle","personer","2795","sysselsatte_botid_land","05","NULL","NULL"
"2013","NULL","0-4","alle","prosent","55.5","sysselsatte_botid_land","05","NULL","NULL"
"2013","NULL","5+","1","personer","2346","sysselsatte_botid_land","05","NULL","NULL"
"2013","NULL","5+","1","prosent","79.8","sysselsatte_botid_land","05","NULL","NULL"
"2013","NULL","5+","2","personer","2169","sysselsatte_botid_land","05","NULL","NULL"
"2013","NULL","5+","2","prosent","63.4","sysselsatte_botid_land","05","NULL","NULL"
"2013","NULL","5+","alle","personer","4515","sysselsatte_botid_land","05","NULL","NULL"
"2013","NULL","5+","alle","prosent","71","sysselsatte_botid_land","05","NULL","NULL"
"2013","NULL","alle","1","personer","11599","sysselsatte_botid_land","06","NULL","NULL"
"2013","NULL","alle","1","prosent","77.5","sysselsatte_botid_land","06","NULL","NULL"
"2013","NULL","alle","2","personer","8856","sysselsatte_botid_land","06","NULL","NULL"
"2013","NULL","alle","2","prosent","57.6","sysselsatte_botid_land","06","NULL","NULL"
"2013","NULL","alle","alle","personer","20455","sysselsatte_botid_land","06","NULL","NULL"
"2013","NULL","alle","alle","prosent","67.4","sysselsatte_botid_land","06","NULL","NULL"
"2013","NULL","0-4","1","personer","5354","sysselsatte_botid_land","06","NULL","NULL"
"2013","NULL","0-4","1","prosent","73.2","sysselsatte_botid_land","06","NULL","NULL"
"2013","NULL","0-4","2","personer","1541","sysselsatte_botid_land","06","NULL","NULL"
"2013","NULL","0-4","2","prosent","42.5","sysselsatte_botid_land","06","NULL","NULL"
"2013","NULL","0-4","alle","personer","6895","sysselsatte_botid_land","06","NULL","NULL"
"2013","NULL","0-4","alle","prosent","63","sysselsatte_botid_land","06","NULL","NULL"
"2013","NULL","5+","1","personer","6245","sysselsatte_botid_land","06","NULL","NULL"
"2013","NULL","5+","1","prosent","81.6","sysselsatte_botid_land","06","NULL","NULL"
"2013","NULL","5+","2","personer","7315","sysselsatte_botid_land","06","NULL","NULL"
"2013","NULL","5+","2","prosent","62.3","sysselsatte_botid_land","06","NULL","NULL"
"2013","NULL","5+","alle","personer","13560","sysselsatte_botid_land","06","NULL","NULL"
"2013","NULL","5+","alle","prosent","69.9","sysselsatte_botid_land","06","NULL","NULL"
"2013","NULL","alle","1","personer","7827","sysselsatte_botid_land","07","NULL","NULL"
"2013","NULL","alle","1","prosent","75.9","sysselsatte_botid_land","07","NULL","NULL"
"2013","NULL","alle","2","personer","5159","sysselsatte_botid_land","07","NULL","NULL"
"2013","NULL","alle","2","prosent","55.1","sysselsatte_botid_land","07","NULL","NULL"
"2013","NULL","alle","alle","personer","12986","sysselsatte_botid_land","07","NULL","NULL"
"2013","NULL","alle","alle","prosent","66","sysselsatte_botid_land","07","NULL","NULL"
"2013","NULL","0-4","1","personer","3372","sysselsatte_botid_land","07","NULL","NULL"
"2013","NULL","0-4","1","prosent","72.3","sysselsatte_botid_land","07","NULL","NULL"
"2013","NULL","0-4","2","personer","844","sysselsatte_botid_land","07","NULL","NULL"
"2013","NULL","0-4","2","prosent","38.9","sysselsatte_botid_land","07","NULL","NULL"
"2013","NULL","0-4","alle","personer","4216","sysselsatte_botid_land","07","NULL","NULL"
"2013","NULL","0-4","alle","prosent","61.7","sysselsatte_botid_land","07","NULL","NULL"
"2013","NULL","5+","1","personer","4455","sysselsatte_botid_land","07","NULL","NULL"
"2013","NULL","5+","1","prosent","78.8","sysselsatte_botid_land","07","NULL","NULL"
"2013","NULL","5+","2","personer","4315","sysselsatte_botid_land","07","NULL","NULL"
"2013","NULL","5+","2","prosent","60.1","sysselsatte_botid_land","07","NULL","NULL"
"2013","NULL","5+","alle","personer","8770","sysselsatte_botid_land","07","NULL","NULL"
"2013","NULL","5+","alle","prosent","68.3","sysselsatte_botid_land","07","NULL","NULL"
"2013","NULL","alle","1","personer","3933","sysselsatte_botid_land","08","NULL","NULL"
"2013","NULL","alle","1","prosent","72.5","sysselsatte_botid_land","08","NULL","NULL"
"2013","NULL","alle","2","personer","3572","sysselsatte_botid_land","08","NULL","NULL"
"2013","NULL","alle","2","prosent","50.6","sysselsatte_botid_land","08","NULL","NULL"
"2013","NULL","alle","alle","personer","7505","sysselsatte_botid_land","08","NULL","NULL"
"2013","NULL","alle","alle","prosent","60.1","sysselsatte_botid_land","08","NULL","NULL"
"2013","NULL","0-4","1","personer","1621","sysselsatte_botid_land","08","NULL","NULL"
"2013","NULL","0-4","1","prosent","67.3","sysselsatte_botid_land","08","NULL","NULL"
"2013","NULL","0-4","2","personer","597","sysselsatte_botid_land","08","NULL","NULL"
"2013","NULL","0-4","2","prosent","27.7","sysselsatte_botid_land","08","NULL","NULL"
"2013","NULL","0-4","alle","personer","2218","sysselsatte_botid_land","08","NULL","NULL"
"2013","NULL","0-4","alle","prosent","48.6","sysselsatte_botid_land","08","NULL","NULL"
"2013","NULL","5+","1","personer","2312","sysselsatte_botid_land","08","NULL","NULL"
"2013","NULL","5+","1","prosent","76.6","sysselsatte_botid_land","08","NULL","NULL"
"2013","NULL","5+","2","personer","2975","sysselsatte_botid_land","08","NULL","NULL"
"2013","NULL","5+","2","prosent","60.7","sysselsatte_botid_land","08","NULL","NULL"
"2013","NULL","5+","alle","personer","5287","sysselsatte_botid_land","08","NULL","NULL"
"2013","NULL","5+","alle","prosent","66.7","sysselsatte_botid_land","08","NULL","NULL"
